"game_id","round","player","player_team","list","faction","opponent","TP","CP","VP","victory_condition","scenario","year"
"41","1","Brian White","Team United States Blue","Feora2","Protectorate of Menoth","Moritz Schwank","1","5","56","Scenario","Into the Breach","2013"
"41","1","David Hendrikx","Team Netherlands Blue","Harbinger","Protectorate of Menoth","Simon Sørensen","0","0","16","Deathclock","Incoming","2014"
"41","1","Moritz Schwank","Team Switzerland","Irusk","Khador","Brian White","0","0","19","Scenario","Into the Breach","2013"
"41","1","Paul North","Team England Lions","Asphyxious2","Cryx","Andrei Ivanov","0","3","19","Scenario","Outflank","2015"
"41","1","Simon Sørensen","Team Denmark White","Severius","Protectorate of Menoth","David Hendrikx","1","0","50","Deathclock","Incoming","2014"
"42","1","Anjo Brand","Team Netherlands Blue","Issyria","Retribution of Scyrah","Laurents Rønved","0","3","40","Scenario","Incoming","2014"
"42","1","Dan Cunningham","Team England Lions","High Reclaimer","Protectorate of Menoth","Dmitry Khalansky","1","5","30","Scenario","Outflank","2015"
"42","1","Dmitry Khalansky","Team Russia Bears","Haley","Cygnar","Dan Cunningham","0","2","38","Scenario","Outflank","2015"
"42","1","Gergely Gati","Team Switzerland","Skarre","Cryx","Will Pagani","0","4","35","Caster Kill","Into the Breach","2013"
"42","1","Laurents Rønved","Team Denmark White","Skarre","Cryx","Anjo Brand","1","5","21","Scenario","Incoming","2014"
"42","1","Will Pagani","Team United States Blue","Kromac","Circle Orboros","Gergely Gati","1","0","45","Caster Kill","Into the Breach","2013"
"43","1","Botond Gati","Team Switzerland","Vayl2","Legion of Everblight","Jake VanMeter","0","0","42","Caster Kill","Into the Breach","2013"
"43","1","Jake VanMeter","Team United States Blue","Vayl2","Legion of Everblight","Botond Gati","1","2","62","Caster Kill","Into the Breach","2013"
"43","1","Jamie Perkins","Team England Lions","Sorscha2","Khador","Mikhail Novikov","0","2","15","Scenario","Outflank","2015"
"43","1","Jan D'Souza","Team Denmark White","Krueger2","Circle Orboros","Niek van Slagmaat","1","5","22","Scenario","Incoming","2014"
"43","1","Mikhail Novikov","Team Russia Bears","Harbinger","Protectorate of Menoth","Jamie Perkins","1","5","61","Scenario","Outflank","2015"
"43","1","Niek van Slagmaat","Team Netherlands Blue","Sorscha","Khador","Jan D'Souza","0","2","4","Scenario","Incoming","2014"
"44","1","Artem Volik","Team Russia Bears","Vayl","Legion of Everblight","Michael Dick","0","0","27","Deathclock","Outflank","2015"
"44","1","Danny Modesto","Team United States Blue","Ossyan","Retribution of Scyrah","Henrik Ekholm","1","3","64","Caster Kill","Into the Breach","2013"
"44","1","Freek Punt","Team Netherlands Blue","Asphyxious2","Cryx","Mikkel Ernst","0","2","22","Scenario","Incoming","2014"
"44","1","Henrik Ekholm","Team Switzerland","Rasheth","Skorne","Danny Modesto","0","0","13","Caster Kill","Into the Breach","2013"
"44","1","Michael Dick","Team England Lions","Doomshaper","Trollblood","Artem Volik","1","4","35","Deathclock","Outflank","2015"
"44","1","Mikkel Ernst","Team Denmark White","Vlad2","Khador","Freek Punt","1","5","56","Scenario","Incoming","2014"
"45","1","Benjamin Kierkegaard Kristiansen","Team Denmark White","Haley","Cygnar","Sietse Sommeling ","0","4","47","Caster Kill","Incoming","2014"
"45","1","Bogdan Novikov","Team Russia Bears","Grissel","Trollblood","Brett Wilkie","0","0","37","Caster Kill","Outflank","2015"
"45","1","Brett Wilkie","Team England Lions","Kromac2","Circle Orboros","Bogdan Novikov","1","1","36","Caster Kill","Outflank","2015"
"45","1","Dominic Beyeler","Team Switzerland","Kromac","Circle Orboros","Jason Flanzer","1","0","42","Caster Kill","Into the Breach","2013"
"45","1","Jason Flanzer","Team United States Blue","Madrak2","Trollblood","Dominic Beyeler","0","1","32","Caster Kill","Into the Breach","2013"
"45","1","Sietse Sommeling ","Team Netherlands Blue","Deneghra","Cryx","Benjamin Kierkegaard Kristiansen","1","0","32","Caster Kill","Incoming","2014"
"46","1","Ciaran Bolger","Team Ireland Ceol","Lucant","Convergence of Cyriss","Olli Reunanen","0","4","10","Scenario","Incoming","2014"
"46","1","Espen Dahl","Team Norway Blue","Butcher2","Khador","Quentin Recours","0","1","16","Caster Kill","Outflank","2015"
"46","1","Olli Reunanen","Team Finland White","Deneghra2","Cryx","Ciaran Bolger","1","5","30","Scenario","Incoming","2014"
"46","1","Quentin Recours","Team France Asterix","Madrak2","Trollblood","Espen Dahl","1","0","26","Caster Kill","Outflank","2015"
"46","1","Teemu Aro","Team Finland Blue","Ossyan","Retribution of Scyrah","Tomek Tutaj","0","4","17","Scenario","Into the Breach","2013"
"46","1","Tomek Tutaj","Team Poland Red","High Reclaimer","Protectorate of Menoth","Teemu Aro","1","5","53","Scenario","Into the Breach","2013"
"47","1","Andrzej Kasiewicz","Team Poland Red","Skarre","Cryx","Tatu Purhonen","1","3","48","Caster Kill","Into the Breach","2013"
"47","1","Julien Dupoirieux","Team France Asterix","Bradigus","Circle Orboros","Mikkel Christensen","0","5","33","Scenario","Outflank","2015"
"47","1","Mikkel Christensen","Team Norway Blue","Ravyn","Retribution of Scyrah","Julien Dupoirieux","1","5","30","Scenario","Outflank","2015"
"47","1","Peter Croft","Team Ireland Ceol","Vayl2","Legion of Everblight","Sami Suikki","1","0","46","Caster Kill","Incoming","2014"
"47","1","Sami Suikki","Team Finland White","Skarre","Cryx","Peter Croft","0","0","37","Caster Kill","Incoming","2014"
"47","1","Tatu Purhonen","Team Finland Blue","Krueger","Circle Orboros","Andrzej Kasiewicz","0","0","34","Caster Kill","Into the Breach","2013"
"48","1","Jaakko Uusitupa","Team Finland Blue","Haley2","Cygnar","Michal Konieczny","0","0","29","Caster Kill","Into the Breach","2013"
"48","1","John Henneli","Team Norway Blue","Siege","Cygnar","Pierre Arnauld De Seze","0","2","35","Scenario","Outflank","2015"
"48","1","Michal Konieczny","Team Poland Red","Baldur2","Circle Orboros","Jaakko Uusitupa","1","1","35","Caster Kill","Into the Breach","2013"
"48","1","Pierre Arnauld De Seze","Team France Asterix","Sorscha2","Khador","John Henneli","1","5","28","Scenario","Outflank","2015"
"48","1","Stuart Gorman","Team Ireland Ceol","Grissel2","Trollblood","Tatu Purhonen","1","0","35","Unspecified","Incoming","2014"
"48","1","Tatu Purhonen","Team Finland White","Butcher2","Khador","Stuart Gorman","0","0","12","Unspecified","Incoming","2014"
"49","1","Aurélien Guiramand","Team France Asterix","Haley2","Cygnar","Thomas Kastmann","0","0","24","Caster Kill","Outflank","2015"
"49","1","Eoin Brennan","Team Ireland Ceol","High Reclaimer","Protectorate of Menoth","Samu Järvinen","1","3","52","Caster Kill","Incoming","2014"
"49","1","Michal Nakonieczny","Team Poland Red","Saeryn","Legion of Everblight","Tero Särkijärvi","0","0","11","Caster Kill","Into the Breach","2013"
"49","1","Samu Järvinen","Team Finland White","Baldur2","Circle Orboros","Eoin Brennan","0","0","23","Caster Kill","Incoming","2014"
"49","1","Tero Särkijärvi","Team Finland Blue","Deneghra","Cryx","Michal Nakonieczny","1","0","48","Caster Kill","Into the Breach","2013"
"49","1","Thomas Kastmann","Team Norway Blue","Caine2","Cygnar","Aurélien Guiramand","1","2","50","Caster Kill","Outflank","2015"
"50","1","Janne Mikkola ","Team Finland White","Morvahna2","Circle Orboros","Patrick Dunford","1","2","42","Caster Kill","Incoming","2014"
"50","1","Julien Rieant","Team France Asterix","Harbinger","Protectorate of Menoth","Leif Bohli","1","5","44","Scenario","Outflank","2015"
"50","1","Leif Bohli","Team Norway Blue","Sorscha","Khador","Julien Rieant","0","0","11","Scenario","Outflank","2015"
"50","1","Marcin Mycek","Team Poland Red","Karchev","Khador","Teppo Aro","0","0","43","Deathclock","Into the Breach","2013"
"50","1","Patrick Dunford","Team Ireland Ceol","Siege","Cygnar","Janne Mikkola ","0","4","27","Caster Kill","Incoming","2014"
"50","1","Teppo Aro","Team Finland Blue","Harbinger","Protectorate of Menoth","Marcin Mycek","1","4","40","Deathclock","Into the Breach","2013"
"51","1","Christophe Smit ","Team Belgium Black","Haley2","Cygnar","Karol Sosnowski","0","0","19","Scenario","Into the Breach","2013"
"51","1","Enno May","Team Germany Black","Syntherion","Convergence of Cyriss","Valérian Tschanz","1","5","46","Scenario","Incoming","2014"
"51","1","Henry Hyttinen","Team Finland Blue","Harbinger","Protectorate of Menoth","Russell Harmann","1","5","55","Scenario","Outflank","2015"
"51","1","Karol Sosnowski","Team Poland White","Doomshaper","Trollblood","Christophe Smit ","1","5","55","Scenario","Into the Breach","2013"
"51","1","Russell Harmann","Team United Nations","Vayl2","Legion of Everblight","Henry Hyttinen","0","0","14","Scenario","Outflank","2015"
"51","1","Valérian Tschanz","Team France 1","Rasheth","Skorne","Enno May","0","1","10","Scenario","Incoming","2014"
"52","1","Alexandre Barbier ","Team Belgium Black","Cassius","Circle Orboros","Artur Rietz","0","0","4","Caster Kill","Into the Breach","2013"
"52","1","Artur Rietz","Team Poland White","Morvahna2","Circle Orboros","Alexandre Barbier ","1","0","28","Caster Kill","Into the Breach","2013"
"52","1","Baptiste Schmittlin","Team France 1","Harbinger","Protectorate of Menoth","Robin Maukisch","0","0","31","Caster Kill","Incoming","2014"
"52","1","Mathias Lützkendorf","Team United Nations","Deneghra","Cryx","Pauli Lehtoranta","0","2","11","Caster Kill","Outflank","2015"
"52","1","Pauli Lehtoranta","Team Finland Blue","Deneghra","Cryx","Mathias Lützkendorf","1","2","13","Caster Kill","Outflank","2015"
"52","1","Robin Maukisch","Team Germany Black","Vayl2","Legion of Everblight","Baptiste Schmittlin","1","0","51","Caster Kill","Incoming","2014"
"53","1","Alexandre Maiffret","Team France 1","Deneghra","Cryx","Janos Sälzer","0","0","40","Deathclock","Incoming","2014"
"53","1","Bubba Dalton","Team United Nations","Calandra","Trollblood","Tatu Purhonen","1","0","30","Caster Kill","Outflank","2015"
"53","1","Janos Sälzer","Team Germany Black","Asphyxious2","Cryx","Alexandre Maiffret","1","2","40","Deathclock","Incoming","2014"
"53","1","Nicolas Smit ","Team Belgium Black","Lylyth2","Legion of Everblight","Szymon Ratka","0","0","35","Scenario","Into the Breach","2013"
"53","1","Szymon Ratka","Team Poland White","Kreoss","Protectorate of Menoth","Nicolas Smit ","1","5","50","Scenario","Into the Breach","2013"
"53","1","Tatu Purhonen","Team Finland Blue","Butcher2","Khador","Bubba Dalton","0","0","0","Caster Kill","Outflank","2015"
"54","1","Bret Fogel","Team United Nations","Krueger2","Circle Orboros","Mikko Heinola","1","5","22","Scenario","Outflank","2015"
"54","1","Michael Llegems ","Team Belgium Black","Feora2","Protectorate of Menoth","Tadeusz Czerwinski","1","0","46","Caster Kill","Into the Breach","2013"
"54","1","Mikko Heinola","Team Finland Blue","Madrak2","Trollblood","Bret Fogel","0","4","27","Scenario","Outflank","2015"
"54","1","Moritz Riegler","Team Germany Black","Harbinger","Protectorate of Menoth","Quentin Recour","1","0","47","Caster Kill","Incoming","2014"
"54","1","Quentin Recour","Team France 1","Doomshaper","Trollblood","Moritz Riegler","0","0","28","Caster Kill","Incoming","2014"
"54","1","Tadeusz Czerwinski","Team Poland White","Butcher2","Khador","Michael Llegems ","0","2","22","Caster Kill","Into the Breach","2013"
"55","1","Christian Metz","Team Germany Black","Butcher3","Khador","Marc Simoni","1","5","43","Scenario","Incoming","2014"
"55","1","Dominic Leedham","Team United Nations","Haley2","Cygnar","Jaakko Uusitupa","0","0","3","Scenario","Outflank","2015"
"55","1","Jaakko Uusitupa","Team Finland Blue","Haley2","Cygnar","Dominic Leedham","1","5","31","Scenario","Outflank","2015"
"55","1","Marc Simoni","Team France 1","Saeryn","Legion of Everblight","Christian Metz","0","2","25","Scenario","Incoming","2014"
"55","1","Michael Marlier ","Team Belgium Black","Asphyxious2","Cryx","Wojciech Guzowski","1","0","15","Deathclock","Into the Breach","2013"
"55","1","Wojciech Guzowski","Team Poland White","Gorten","Mercenaries","Michael Marlier ","0","3","52","Deathclock","Into the Breach","2013"
"56","1","Christian Metz","Team Germany Black","Caine2","Cygnar","Mike Davies","0","0","29","Caster Kill","Into the Breach","2013"
"56","1","Javier Pozo","Team Spain North","Severius2","Protectorate of Menoth","Luke Mason","0","2","18","Scenario","Outflank","2015"
"56","1","Jeremy Lee","Team USA Stripes","Deneghra","Cryx","Karol Sosnowski","1","1","35","Caster Kill","Incoming","2014"
"56","1","Karol Sosnowski","Team Poland Cautious","Calandra","Trollblood","Jeremy Lee","0","0","21","Caster Kill","Incoming","2014"
"56","1","Luke Mason","Team Scotland Bru","Vayl2","Legion of Everblight","Javier Pozo","1","5","30","Scenario","Outflank","2015"
"56","1","Mike Davies","Team Wales","Ravyn","Retribution of Scyrah","Christian Metz","1","5","60","Caster Kill","Into the Breach","2013"
"57","1","Alexandra Martinez","Team Spain North","Saeryn","Legion of Everblight","Ross Silvers","1","0","58","Caster Kill","Outflank","2015"
"57","1","Artur Rietz","Team Poland Cautious","Krueger","Circle Orboros","Kurt Hindman","0","3","45","Deathclock","Incoming","2014"
"57","1","Benjamin Ade Thurow","Team Germany Black","Morvahna2","Circle Orboros","Kailam Dale","1","0","40","Caster Kill","Into the Breach","2013"
"57","1","Kailam Dale","Team Wales","Rasheth","Retribution of Scyrah","Benjamin Ade Thurow","0","0","0","Caster Kill","Into the Breach","2013"
"57","1","Kurt Hindman","Team USA Stripes","Sorscha","Khador","Artur Rietz","1","4","23","Deathclock","Incoming","2014"
"57","1","Ross Silvers","Team Scotland Bru","Bradigus","Circle Orboros","Alexandra Martinez","0","0","4","Caster Kill","Outflank","2015"
"58","1","Craig Conroy","Team USA Stripes","Haley","Cygnar","Kamil Nowak","1","0","22","Caster Kill","Incoming","2014"
"58","1","Doug Fazzani","Team Wales","Haley2","Cygnar","Moritz Riegler","0","0","19","Scenario","Into the Breach","2013"
"58","1","Ian Campbell","Team Scotland Bru","Kromac","Circle Orboros","Marc Heredia","0","0","18","Scenario","Outflank","2015"
"58","1","Kamil Nowak","Team Poland Cautious","Caine2","Cygnar","Craig Conroy","0","1","25","Caster Kill","Incoming","2014"
"58","1","Marc Heredia","Team Spain North","Kaya2","Circle Orboros","Ian Campbell","1","5","40","Scenario","Outflank","2015"
"58","1","Moritz Riegler","Team Germany Black","Kreoss3","Protectorate of Menoth","Doug Fazzani","1","5","23","Scenario","Into the Breach","2013"
"59","1","Colin Hill","Team USA Stripes","Morvahna2","Circle Orboros","Krzysztof Pyra","1","1","15","Caster Kill","Incoming","2014"
"59","1","Janos Sälzer","Team Germany Black","Asphyxious2","Cryx","Martyn Jenkins","1","1","65","Caster Kill","Into the Breach","2013"
"59","1","Krzysztof Pyra","Team Poland Cautious","Kreoss2","Protectorate of Menoth","Colin Hill","0","0","40","Caster Kill","Incoming","2014"
"59","1","Martyn Jenkins","Team Wales","Baldur2","Circle Orboros","Janos Sälzer","0","0","31","Caster Kill","Into the Breach","2013"
"59","1","Ross Harkin","Team Scotland Bru","Doomshaper","Trollblood","Sergi del Molino","1","0","39","Caster Kill","Outflank","2015"
"59","1","Sergi del Molino","Team Spain North","Thexus","Mercenaries","Ross Harkin","0","0","4","Caster Kill","Outflank","2015"
"60","1","Aaron Boyhan","Team Wales","Harbinger","Protectorate of Menoth","Robin Maukisch","0","0","5","Caster Kill","Into the Breach","2013"
"60","1","Charles Arrasmith","Team USA Stripes","Vayl2","Legion of Everblight","Konrad Sosnowski","0","1","8","Caster Kill","Incoming","2014"
"60","1","David Kane","Team Scotland Bru","Zerkova2","Khador","Joan Butier","1","1","47","Caster Kill","Outflank","2015"
"60","1","Joan Butier","Team Spain North","Makeda2","Skorne","David Kane","0","0","11","Caster Kill","Outflank","2015"
"60","1","Konrad Sosnowski","Team Poland Cautious","Deneghra","Cryx","Charles Arrasmith","1","0","58","Caster Kill","Incoming","2014"
"60","1","Robin Maukisch","Team Germany Black","Vayl2","Legion of Everblight","Aaron Boyhan","1","0","23","Caster Kill","Into the Breach","2013"
"61","1","John Foster","Team Northern Ireland","Old Witch","Khador","Marcin Mycek","0","1","6","Caster Kill","Incoming","2014"
"61","1","Marcin Mycek","Team Poland Reckless","Karchev","Khador","John Foster","1","0","29","Caster Kill","Incoming","2014"
"61","1","Mike Puryear","Team United States Red","Harbinger","Protectorate of Menoth","Stuart Gorman","1","2","29","Caster Kill","Into the Breach","2013"
"61","1","Moritz Riegler","Team Germany Dichter & Denker","Deneghra","Cryx","Peter Bates","0","2","22","Scenario","Outflank","2015"
"61","1","Peter Bates","Team United Nations 2","Harbinger","Protectorate of Menoth","Moritz Riegler","1","5","39","Scenario","Outflank","2015"
"61","1","Stuart Gorman","Team Ireland","Madrak2","Trollblood","Mike Puryear","0","0","0","Caster Kill","Into the Breach","2013"
"62","1","Adam Fox","Team Northern Ireland","Rask","Minions","Tomek Tutaj","0","2","7","Scenario","Incoming","2014"
"62","1","Chad Shonkwiler","Team United States Red","Doomshaper2","Trollblood","Eoin Brennan","1","0","45","Caster Kill","Into the Breach","2013"
