"player","team","faction","is_theme","theme_name","leader","list"
"Simon Sharapov","Belarus R","Cygnar","0",,"Haley 2","Cygnar Army - 74 / 75 points\n\n(Haley 2) Major Victoria Haley [+25]\n - Ironclad [12]\n - Ironclad [12]\n - Stormclad [18]\n - Thorn [13]\n - Squire [5]\nCaptain Arlan Strangewayes [4]\nJourneyman Warcaster [4]\n - Firefly [8]\nRhupert Carvolo, Piper of Ord [4]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (2) [4]\n"
"Simon Sharapov","Belarus R","Cygnar","0",,"Sloan 1","Cygnar Army - 70 / 75 points\n\n!!! Your army contains pre-release entries.\n\n(Sloan 1) Captain Kara Sloan [+28]\n - Charger [9]\n - Hunter [10]\n - Hunter [10]\n - Hunter [10]\n - Hunter [10]\n - Hunter [10]\n - Reinholdt, Gobber Speculator [4]\nCaptain Maxwell Finn [6]\nGun Mage Captain Adept [5]\nGun Mage Captain Adept [5]\nRangers [9]\nTrencher Commandos (min) [10]\n"
"Laurens Tanguy","Belgium Prinzesschen","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Imperatus [22]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\nHouse Shyeel Arcanists [7]\n"
"Laurens Tanguy","Belgium Prinzesschen","Retribution of Scyrah","1"," Defenders of Ios","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Hemera [16]\n - Manticore [14]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nFane Knight Skeryth Issyen [0(8)]\nHouseguard Thane [0(4)]\nLys Healer [3]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [0(4)]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nStormfall Archers [9]\nStormfall Archers [9]\nArcantrik Force Generator [17]\n"
"Wout Maerschalck","Belgium Prinzesschen","Khador","1"," Legion of Steel","Strakhov 2","Khador Army - 75 / 75 points\n[Theme] Legion of Steel\n\n(Strakhov 2) Assault Kommander Strakhov [+22]\n - Kodiak [13]\n - Kodiak [13]\nIron Fang Kovnik [0(4)]\nIron Fang Kovnik [0(4)]\nUhlan Kovnik Markov [7]\nBlack Dragons (max) [17]\n - Black Dragon Officer & Standard [0(4)]\nGreat Bears of the Gallowswood [9]\nIron Fang Pikemen (max) [15]\n - Iron Fang Pikemen Officer & Standard [4]\nIron Fang Pikemen (max) [15]\n - Iron Fang Pikemen Officer & Standard [4]\n"
"Wout Maerschalck","Belgium Prinzesschen","Khador","1"," Winter Guard Kommand","Vladimir 1","Khador Army - 74 / 75 points\n[Theme] Winter Guard Kommand\n\n(Vladimir 1) Vladimir Tzepesci, The Dark Prince [+28]\n - Juggernaut [12]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\nKovnik Jozef Grigorovich [4]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Field Gun Crew [4]\nWinter Guard Infantry (min) [6]\n - Winter Guard Rocketeer (3) [6]\n"
"Dirk Pintjens","Belgium Prinzesschen","Protectorate of Menoth","1"," Exemplar Interdiction","Vindictus 1","Protectorate Army - 75 / 75 points\n[Theme] Exemplar Interdiction\n\n(Vindictus 1) Vice Scrutator Vindictus [+29]\n - Crusader [10]\n - Crusader [10]\n - Devout [9]\nKnights Exemplar Seneschal [0(5)]\nKnights Exemplar Seneschal [0(5)]\nVassal Mechanik [1]\nWrack [1]\nChoir of Menoth (min) [4]\nExemplar Errants (max) [16]\nExemplar Errants (max) [16]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\nKnights Exemplar [9]\n - Knights Exemplar Officer [5]\nKnights Exemplar [9]\n - Knights Exemplar Officer [5]\n"
"Dirk Pintjens","Belgium Prinzesschen","Protectorate of Menoth","1"," The Creator's Might","Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Crusader [10]\n - Crusader [10]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Devout [9]\n - Templar [15]\n - Templar [15]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\n"
"Tommy Geuns","Belgium Prinzesschen","Circle Orboros","1"," The Bones of Orboros","Baldur 2","Circle Army - 75 / 75 points\n[Theme] The Bones of Orboros\n\n(Baldur 2) Baldur the Stonesoul [+30]\n - Megalith [20]\n - Woldwatcher [9]\n - Woldwrath [37]\n - Woldwyrd [9]\n - Woldwyrd [9]\nBlackclad Stoneshaper [0(3)]\nBlackclad Stoneshaper [3]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nGallows Grove [2]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nShifting Stones [3]\n"
"Tommy Geuns","Belgium Prinzesschen","Circle Orboros","1"," The Devourer's Host","Morvahna 2","Circle Army - 75 / 75 points\n[Theme] The Devourer's Host\n\n(Morvahna 2) Morvahna the Dawnshadow [+27]\n - Gorax Rager [7]\n - Warpwolf Stalker [19]\nBloodweaver Night Witch [4]\nBloodweaver Night Witch [4]\nGallows Grove [2]\nGallows Grove [2]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Bloodtrackers (max) [16]\n - Nuala the Huntress [4]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [0(5)]\nTharn Wolf Riders (max) [18]\n"
"Niels De Vlieger","Belgium Prinzesschen","Legion of Everblight","0",,"Kallus 1","Legion Army - 75 / 75 points\n\n(Kallus 1) Kallus, Wrath of Everblight [+30]\n - Blightbringer [38]\nGrotesque Assassin [4]\nGrotesque Assassin [4]\nStrider Deathstalker [4]\nStrider Deathstalker [4]\nBlighted Nyss Swordsmen (max) [15]\nGrotesque Raiders (max) [12]\nGrotesque Raiders (max) [12]\nHellmouth [6]\nHellmouth [6]\n"
"Niels De Vlieger","Belgium Prinzesschen","Legion of Everblight","1"," Oracles of Annihilation","Fyanna 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Fyanna 2) Fyanna, Torment of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Nephilim Bloodseer [8]\n - Neraph [12]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Maverick Maréchal","Belgium Victorious Secret","Legion of Everblight","0",,"Rhyas 1","Legion Army - 75 / 75 points\n\n(Rhyas 1) Rhyas, Sigil of Everblight [+30]\n - Blightbringer [38]\nBlighted Nyss Warlord [5]\nBlighted Nyss Warlord [5]\nBlackfrost Shard [9]\nBlighted Nyss Swordsmen (min) [9]\n - Blighted Nyss Swordsman Abbot & Champion [6]\nBlighted Nyss Swordsmen (max) [15]\n - Blighted Nyss Swordsman Abbot & Champion [6]\nHellmouth [6]\nHellmouth [6]\n"
"Maverick Maréchal","Belgium Victorious Secret","Legion of Everblight","1"," Oracles of Annihilation","Saeryn 1","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 1) Saeryn, Omen of Everblight [+28]\n - Carnivean [19]\n - Naga Nightlurker [8]\n - Zuriel [18]\n - Succubus [4]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nSpell Martyr [1]\nSpell Martyr [1]\nBlackfrost Shard [9]\nBlighted Nyss Hex Hunters (min) [9]\n - Bayal, Hound of Everblight [0(6)]\nThrone of Everblight [16]\nThrone of Everblight [16]\n"
"Tim Bossuyt","Belgium Victorious Secret","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (min) [11]\nRevenant Cannon Crew [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Tim Bossuyt","Belgium Victorious Secret","Cryx","0",,"Asphyxious 3","Cryx Army - 75 / 75 points\n\n(Asphyxious 3) Asphyxious the Hellbringer [+24]\n - Barathrum [15]\n - Cankerworm [9]\n - Deathjack [23]\nDarragh Wrathe [9]\nWrong Eye [17]\nSatyxis Gunslingers [7]\nSatyxis Raiders (max) [16]\n - Satyxis Raider Sea Witch [3]\n"
"Steven De Canck","Belgium Victorious Secret","Cygnar","0",,"Haley 3","Cygnar Army - 75 / 75 points\n\n(Haley 3) Major Prime Victoria Haley [+25]\n - Charger [9]\n - Charger [9]\n - Thorn [13]\nGun Mage Captain Adept [5]\nJourneyman Warcaster [4]\n - Grenadier [9]\nRagman [4]\nRhupert Carvolo, Piper of Ord [4]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (3) [6]\nTrencher Infantry (max) [16]\n - Trencher Infantry Rifle Grenadier (3) [6]\n"
"Steven De Canck","Belgium Victorious Secret","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Firefly [8]\n - Hurricane [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nStorm Strider [18]\n"
"Merlin Ciselet","Belgium Victorious Secret","Protectorate of Menoth","1"," The Creator's Might","Kreoss 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Kreoss 1) High Exemplar Kreoss [+29]\n - Reckoner [16]\n - Redeemer [11]\n - Redeemer [11]\n - Redeemer [11]\n - Sanctifier [14]\nInitiate Tristan Durant [0(4)]\n - Redeemer [11]\n - Redeemer [11]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Merlin Ciselet","Belgium Victorious Secret","Protectorate of Menoth","1"," The Creator's Might","Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Castigator [12]\n - Castigator [12]\n - Castigator [12]\n - Crusader [10]\n - Crusader [10]\n - Crusader [10]\n - Dervish [7]\n - Dervish [7]\n - Vigilant [9]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal Mechanik [1]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (max) [6]\n"
"Sven Bex","Belgium Victorious Secret","Minions","1"," The Blindwater Congregation","Rask 1","Minion Army - 75 / 75 points\n[Theme] The Blindwater Congregation\n\n(Rask 1) Rask [+27]\n - Blackhide Wrastler [16]\n - Blackhide Wrastler [16]\nSwamp Gobber Chef [1]\nTotem Hunter [0(6)]\nViktor Pendrake [0(4)]\nWrong Eye [17]\nGatorman Posse (min) [10]\nGatorman Posse (min) [10]\nGatorman Posse (min) [10]\nGatorman Posse (min) [10]\nGatorman Posse (min) [10]\nSwamp Gobbers Bellows Crew [2]\n"
"Sven Bex","Belgium Victorious Secret","Minions","1"," The Blindwater Congregation","Calaban 1","Minion Army - 75 / 75 points\n[Theme] The Blindwater Congregation\n\n(Calaban 1) Calaban, the Grave Walker [+29]\n - Blind Walker [12]\n - Ironback Spitter [15]\n - Ironback Spitter [15]\nBog Trog Mist Speaker [0(4)]\nBog Trog Mist Speaker [0(4)]\nSwamp Gobber Chef [1]\nTotem Hunter [0(6)]\nBog Trog Ambushers (min) [10]\nCroak Raiders (max) [17]\nCroak Raiders (max) [17]\nSacral Vault [17]\n"
"Christophe ""Far2Casual"" Klopfert","Belgium Griffons","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Nightwretch [7]\n - Nightwretch [7]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (min) [11]\nRevenant Cannon Crew [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Christophe ""Far2Casual"" Klopfert","Belgium Griffons","Cryx","1"," Dark Host","Skarre 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Skarre 1) Pirate Queen Skarre [+28]\n - Ripjaw [7]\n - Ripjaw [7]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [0(4)]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nMachine Wraith [2]\nScrap Thrall [2]\nBane Knights (max) [15]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Jean-Paul ""Mhean"" Decker","Belgium Griffons","Trollbloods","1"," The Power of Dhunia","Doomshaper 3","Trollbloods Army - 75 / 75 points\n[Theme] The Power of Dhunia\n\n(Doomshaper 3) Hoarluk Doomshaper, Dire Prophet [+26]\n - Dire Troll Mauler [15]\n - Mulg the Ancient [19]\n - Sea King [42]\n - Storm Troll [9]\n - Troll Axer [10]\nNorthkin Shaman [0(4)]\nNorthkin Shaman [0(4)]\nTroll Whelps [0(4)]\nKrielstone Bearer & Stone Scribes (min) [6]\n"
"Jean-Paul ""Mhean"" Decker","Belgium Griffons","Trollbloods","1"," Band of Heroes","Madrak 3","Trollbloods Army - 75 / 75 points\n[Theme] Band of Heroes\n\n(Madrak 3) Madrak, Great Chieftain [+29]\n - Slag Troll [10]\n - Slag Troll [10]\n - Troll Bouncer [9]\nFell Caller Hero [0(5)]\nStone Scribe Chronicler [0(4)]\nTrollkin Champion Hero [5]\nTrollkin Champions (min) [10]\nTrollkin Champions (max) [17]\n - Skaldi Bonehammer [5]\n - Trollkin Sorcerer (1) [3]\nTrollkin Fennblades (max) [15]\n - Fennblade Officer and Drummer [0(5)]\nTrollkin Warders (min) [10]\nTrollkin Warders (min) [10]\n"
"Axel ""Nohman"" D'Haeyere","Belgium Griffons","Khador","1"," Winter Guard Kommand","Butcher 3","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Butcher 3) Kommander Zoktavir, The Butcher Unleashed [+22]\n - Devastator [14]\n - Marauder [10]\n - Marauder [10]\n - Ruin [17]\nKovnik Jozef Grigorovich [4]\nWinter Guard Infantry (min) [6]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (max) [13]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n"
"Axel ""Nohman"" D'Haeyere","Belgium Griffons","Khador","1"," Jaws of the Wolf","Karchev 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Karchev 1) Karchev the Terrible [+30]\n - Destroyer [14]\n - Destroyer [14]\n - Devastator [14]\n - Devastator [14]\n - Juggernaut [12]\n - Juggernaut [12]\n - Marauder [10]\n - Marauder [10]\nGreylord Forge Seer [0(4)]\nGreylord Forge Seer [0(4)]\nWidowmaker Marksman [0(4)]\nBattle Mechaniks (max) [5]\n - Battle Mechanik Officer [0(3)]\n"
"Andy ""Sexy Andy"" Purcica","Belgium Griffons","Cryx","0",,"Goreshade 1","Cryx Army - 75 / 75 points\n\n(Goreshade 1) Goreshade the Bastard [+27]\n - Inflictor [13]\n - Inflictor [13]\n - Seether [13]\n - Seether [13]\n - Seether [13]\nDarragh Wrathe [9]\nOrin Midwinter, Rogue Inquisitor [5]\nRorsh [15]\nCephalyx Overlords [8]\n"
"Andy ""Sexy Andy"" Purcica","Belgium Griffons","Cryx","1"," Dark Host","Terminus 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Terminus 1) Lich Lord Terminus [+26]\n - Barathrum [15]\n - Deathripper [6]\n - Desecrator [14]\nBane Lord Tartarus [0(6)]\nMachine Wraith [2]\nMachine Wraith [2]\nBane Knights (min) [9]\nBane Knights (min) [9]\nBane Knights (min) [9]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Benoit ""Bennep"" Van Lee","Belgium Griffons","Mercenaries","1"," Hammer Strike","Ossrum 1","Mercenary Army - 74 / 75 points\n[Theme] Hammer Strike\n\n(Ossrum 1) General Ossrum [+28]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Grundback Blaster [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\nOgrun Bokur [0(5)]\nHerne & Jonne [5]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Forge Guard (max) [16]\nTactical Arcanist Corps [7]\nHammerfall Siege Crawler [18]\n"
"Benoit ""Bennep"" Van Lee","Belgium Griffons","Mercenaries","0",,"Magnus 2","Mercenary Army - 75 / 75 points\n\n(Magnus 2) Magnus the Warlord [+28]\n - Gallant [17]\n - Mangler [15]\n - Nomad [11]\n - Renegade [10]\n - Sylys Wyshnalyrr, The Seeker [4]\nDirty Meg [3]\nHarlan Versh, Illuminated One [4]\nHutchuck, Ogrun Bounty Hunter [6]\nKell Bailoch [5]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\nLady Aiyana & Master Holt [8]\n"
"Joshawa Richter (captain)","Canada Goose","Retribution of Scyrah","1"," Shadows of the Retribution","Elara 2","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Chimera [8]\n - Helios [34]\nArcanist Mechanik [2]\nMage Hunter Assassin [0(4)]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Infiltrators (max) [13]\n - Eiryss, Mage Hunter Commander [6]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\n"
"Joshawa Richter (captain)","Canada Goose","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Aspis [6]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Helios [34]\n - Imperatus [22]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nHouse Shyeel Artificer [0(5)]\n"
"Gregory Schadt ","Canada Goose","Cygnar","1"," Heavy Metal","Nemo 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Nemo 3) Artificer General Nemo [+25]\n - Dynamo [18]\n - Firefly [8]\n - Firefly [8]\n - Firefly [8]\n - Firefly [8]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nField Mechaniks (min) [3]\nField Mechaniks (min) [3]\nStorm Strider [18]\nStorm Strider [18]\n"
"Gregory Schadt ","Canada Goose","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 74 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Stormclad [18]\n - Stormclad [18]\n - Stormclad [18]\n - Thorn [13]\n - Squire [0(5)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Centurion [17]\nField Mechaniks (min) [3]\nField Mechaniks (min) [3]\n"
"Garnett Germain","Canada Goose","Cryx","1"," Dark Host","Scaverous 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Scaverous 1) Lord Exhumator Scaverous [+27]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [0(4)]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nSoul Trapper [1]\nBane Knights (max) [15]\nBane Riders (min) [12]\nBane Riders (min) [12]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Garnett Germain","Canada Goose","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nWraith Engine [15]\n"
"Cory Burns ","Canada Goose","Legion of Everblight","1"," Oracles of Annihilation","Saeryn 2 & Rhyas 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 2 & Rhyas 2) Saeryn & Rhyas, Talons of Everblight [+24]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Seraph [14]\n - Zuriel [18]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\nThrone of Everblight [16]\nThrone of Everblight [16]\n"
"Cory Burns ","Canada Goose","Legion of Everblight","1"," Oracles of Annihilation","Absylonia 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Absylonia 2) Absylonia, Daughter of Everblight [+28]\n - Blight Wasps [8]\n - Blight Wasps [8]\n - Carnivean [19]\n - Naga Nightlurker [8]\n - Neraph [12]\n - Neraph [12]\n - Proteus [19]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Chris Dancocks ","Canada Goose","Trollbloods","1"," Band of Heroes","Horgle 2","Trollbloods Army - 75 / 75 points\n[Theme] Band of Heroes\n\n(Horgle 2) Horgle, the Anvil [+29]\n - Mountain King [36]\n - Slag Troll [10]\nFell Caller Hero [0(5)]\nHorthol, Long Rider Hero [8]\nStone Scribe Chronicler [4]\nKriel Warriors (max) [11]\nKriel Warriors (max) [11]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [3]\nLong Riders (min) [12]\n"
"Chris Dancocks ","Canada Goose","Trollbloods","1"," The Power of Dhunia","Doomshaper 3","Trollbloods Army - 75 / 75 points\n[Theme] The Power of Dhunia\n\n(Doomshaper 3) Hoarluk Doomshaper, Dire Prophet [+26]\n - Dire Troll Blitzer [16]\n - Dire Troll Bomber [19]\n - Dire Troll Mauler [15]\n - Mulg the Ancient [19]\n - Troll Axer [10]\n - Trollkin Runebearer [0(4)]\nJanissa Stonetide [0(4)]\nNorthkin Shaman [0(4)]\nTroll Whelps [4]\nDhunian Knot [6]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [3]\n"
